Vasont Id,URLs
v4732523,/multimedia/image/trichuris-suis-egg
v4732775,/multimedia/image/trichuris-ovis-intestinal-wall-sheep
v81478743,/multimedia/image/trichuris-eggs
v81477938,/multimedia/image/trichostrongyle-eggs
v4740161,/multimedia/image/trichomonosis-pigeon
v80794236,/multimedia/image/trichodectes-canis
v50505661,/multimedia/image/triage-ready-area
v8948698,/multimedia/image/treatment-of-deep-corneal-ulceration-with-pedicle-conjunctival-graft-dog
v11723533,/multimedia/image/treated-chronic-superficial-keratitis-pannus-german-shepherd-dog
v81465793,/multimedia/image/traveling-with-pets
v11723848,/multimedia/image/traumatic-proptosis-dog
v11723855,/multimedia/image/traumatic-proptosis-cat
v67027965,/multimedia/image/trauma-sea-lion
v45672109,/multimedia/image/trauma-related-hygroma-dog
v67027971,/multimedia/image/trauma-porpoise
v50505640,/multimedia/image/trauma-from-collision-with-car
v23356448,/multimedia/image/trauma-boa-constrictor
v49773316,/multimedia/image/transverse-ultrasonography-canine-prostate
v59136675,/multimedia/image/transporting-amphibians
v88693742,/multimedia/image/transmissible-venereal-tumor-histological-appearance-dog
v88693736,/multimedia/image/transmissible-venereal-tumor-cytological-appearance-dog
v51546572,/multimedia/image/transitional-ovaries-mare
v4742460,/multimedia/image/transitional-cell-carcinoma-canine-bladder-pneumocystogram
v4742478,/multimedia/image/transitional-cell-carcinoma-canine-bladder-histopathology
v4742469,/multimedia/image/transitional-cell-carcinoma-canine-bladder-contrast-radiograph
v54343175,/multimedia/image/transillumination-rabbit-ear
v77991219,/multimedia/image/transected-follicular-cyst-ovary-cow
v23356492,/multimedia/image/transcutaneous-cloacopexy-iguana
v44273585,/multimedia/image/tracheotomy-tube-in-situ-horse
v44273579,/multimedia/image/tracheotomy-incision-horse
v44273591,/multimedia/image/tracheotomy-incision-horse
v23356198,/multimedia/image/tracheobronchoscopy-various-reptiles
DDD_tracheobronchitis.eps,/multimedia/image/tracheobronchitis
v4767096,/multimedia/image/trachea-with-excessive-amount-of-mucus-chicken
v62076467,/multimedia/image/tracheal-collapse-dog
v12761822,/multimedia/image/toxocara-vitulorum-eggs
v81478724,/multimedia/image/toxocara-vitulorum-adult-worms
v12762855,/multimedia/image/toxic-neutrophil-blood-smear-dog
v54803923,/multimedia/image/toxic-metritis-goat
v53101000,/multimedia/image/toxic-agent-exposure-pigs
v23356468,/multimedia/image/tortoise-with-retained-eggs-radiograph
v80792500,/multimedia/image/torticollis-pigeon
v54792869,/multimedia/image/tooth-maturation-dog
v44844438,/multimedia/image/tongue-lesion-mycotoxicosis-chicken
v49773218,/multimedia/image/tocodynamometry-dog
v49773225,/multimedia/image/tocodynamometry-cat
v60372396,/multimedia/image/tissue-cysts-vestibulum-vaginae-cow
v86111328,/multimedia/image/tiger-lily-lilium-spp
v23356378,/multimedia/image/ticks-monitor-lizard
v52134783,/multimedia/image/tick-removal
v4739720,/multimedia/image/tibial-dyschondroplasia-degrees-of-severity
v4739711,/multimedia/image/tibial-dyschondroplasia-cartilaginous-core-chicken
v14343813,/multimedia/image/tibial-dyschondroplasia-36-day-old-broiler
v4732766,/multimedia/image/thysanosoma-actinioides-adult-sheep
v81477319,/multimedia/image/thyroid-transverse-ultrasonography-dog
v44220234,/multimedia/image/thyroid-nodule-cat
v81477307,/multimedia/image/thyroid-longitudinal-ultrasonography-dog
v12823242,/multimedia/image/thyroid-adenoma-nuclear-medicine-scan-cat
v54343361,/multimedia/image/thymoma-rabbit
v11741836,/multimedia/image/thymic-lymphosarcoma
v48068657,/multimedia/image/thrombus-pulmonary-artery-dog
DDC_thrombus.eps,/multimedia/image/thrombus
DDD_dog_throat_and_pharynx.eps,/multimedia/image/throat-and-pharynx-dog
DDC_cat_throat_pharynx.eps,/multimedia/image/throat-and-pharynx-cat
v82357787,/multimedia/image/thoracotomy-site-horse
v62056327,/multimedia/image/thoracic-radiograph-dog-with-leptospirosis-ventrodorsal-view
v62056339,/multimedia/image/thoracic-radiograph-dog-with-leptospirosis-right-lateral-view
v62056333,/multimedia/image/thoracic-radiograph-dog-with-leptospirosis-left-lateral-view
v44273609,/multimedia/image/thoracic-injury-horse
v4736222,/multimedia/image/thoracic-histoplasmosis-radiograph-lateral-dog
v63200468,/multimedia/image/thoracic-hemorrhage-anticoagulant-rodenticide-poisoning
v4736177,/multimedia/image/thoracic-blastomycosis-radiograph-dog
DDD_dog_cherry_eye.eps,/multimedia/image/third-eyelid-prolapse-dog
v9826401,/multimedia/image/third-degree-burn-horse
v4739999,/multimedia/image/thin-walled-intestine-malabsorption-syndrome
v80035947,/multimedia/image/thin-sole-cow
v54333062,/multimedia/image/thickened-footpads-in-canine-distemper-virus-mink
v54343168,/multimedia/image/thermal-view-rabbit-ear
v14479039,/multimedia/image/thermal-burn-dog
v14479057,/multimedia/image/thermal-burn-after-debridement-dog
v81465799,/multimedia/image/the-pests-that-bother-your-pets-ticks
v81465792,/multimedia/image/the-pests-that-bother-your-pets-flies
v81465800,/multimedia/image/the-pests-that-bother-your-pets-fleas
v55587391,/multimedia/image/thelazia-callipaeda-dog
v12762989,/multimedia/image/the-cough-reflex
v45672685,/multimedia/image/tetralogy-of-fallot-dog
v4741466,/multimedia/image/tetradymia-glabrata-little-leaf-horsebrush
v4741457,/multimedia/image/tetradymia-canescens-spineless-horsebrush
DDD_dog_stiff_legs_tetanus.eps,/multimedia/image/tetanus-stiff-legs-dog
DDH_horse_tetanus_sawhorse_stance.eps,/multimedia/image/tetanus-sawhorse-stance-horse
v86107733,/multimedia/image/testicular-torsion-stallion
v49300316,/multimedia/image/testicular-mass-dog
v52140608,/multimedia/image/testicular-hypoplasia-alpaca
v68372515,/multimedia/image/teschovirus-encephalomyelitis-with-gliosis-and-perivascular-cuffing
v68372503,/multimedia/image/teschovirus-encephalomyelitis-perivascular-mononuclear-cuffing
v68372497,/multimedia/image/teschovirus-encephalomyelitis-perivascular-cuffing
v68372527,/multimedia/image/teschovirus-encephalomyelitis-neuronal-necrosis-and-satellitosis
v68372521,/multimedia/image/teschovirus-encephalomyelitis-neuronal-necrosis
v68372509,/multimedia/image/teschovirus-encephalomyelitis-gliosis-and-perivascular-cuffing
v64537718,/multimedia/image/tenosynovitis-digital-tendon-sheath-horse
MUS_tendons_muscles_paw_dog.eps,/multimedia/image/tendons-and-muscles-of-the-paw-dog
v71779646,/multimedia/image/temporary-tracheostomy-goat
v47615800,/multimedia/image/temporary-tarsorrhaphy-for-proptosis-dog
SPC_dog_muzzle.eps,/multimedia/image/temporary-dog-muzzle
EXO_potbellied_pig_teeth.eps,/multimedia/image/teeth-potbellied-pig
EXO_rabbit_teeth_malocclusion.eps,/multimedia/image/teeth-malocclusion-rabbit
EXO_guinea_pigs_teeth.eps,/multimedia/image/teeth-guinea-pig
v56212480,/multimedia/image/teat-trauma-pig
v51546784,/multimedia/image/teats-waxed-mare
v4741970,/multimedia/image/taxus-spp-yew
v4741007,/multimedia/image/tansy-ragwort-senecio-jacobaea-
EXO_gerbils_tail-slip.eps,/multimedia/image/tail-slip-gerbil
v23356146,/multimedia/image/tail-autotomy-gecko
v4766782,/multimedia/image/taenia-sp-cat
v43411462,/multimedia/image/systemic-streptococcus-infection-turkey-poult
v23356455,/multimedia/image/systemic-gout-chameleon
v87248980,/multimedia/image/synovitis-pig
v50504516,/multimedia/image/synovial-cell-sarcoma-dog
v44694454,/multimedia/image/syngamus-trachea-worms-tracheal-lumen-poultry
v87523937,/multimedia/image/syngamus-trachea-trachea-chicken
v45681260,/multimedia/image/swollen-joint-poultry
v87248701,/multimedia/image/swollen-hock-pig
v87249234,/multimedia/image/swollen-epiphysis-of-costochondral-junction-rickets-pig
v51545198,/multimedia/image/swinepox-lesions-piglet
v63255426,/multimedia/image/swine-kidney-worm-cranial-end
v63255432,/multimedia/image/swine-kidney-worm-caudal-end
v55261667,/multimedia/image/swine-dysentery-acute-pig
DDH_horse_sweet_itch.eps,/multimedia/image/sweet-itch-horse
v74926566,/multimedia/image/survival-curve
v23356509,/multimedia/image/surgical-removal-of-ovarian-granulosa-cell-tumor-corn-snake
v21850487,/multimedia/image/surgical-placement-of-tension-wires-parrot-mouth-foal
v59333757,/multimedia/image/supraorbital-swelling-ahs
v43546252,/multimedia/image/suprachoroidal-cyclosporine-implant-horse
v4731083,/multimedia/image/supernumerary-teeth-dog-radiograph
v87991954,/multimedia/image/supernumerary-root-molar-dog
v4731065,/multimedia/image/supernumerary-incisors-dog
v77062071,/multimedia/image/superficial-vascular-keratitis-dog
v49787073,/multimedia/image/superficial-pyoderma-dog
v82375294,/multimedia/image/superficial-epigastric-axial-pattern-flap-postoperative-dog
v4733960,/multimedia/image/superficial-corneal-foreign-body-dog
v87394272,/multimedia/image/sulfur-toxicosis-dermatitis-lesions-chickens
v23358207,/multimedia/image/sulfur-crested-cockatoo
EXO_sugar_glider_membrane.eps,/multimedia/image/sugar-glider-membrane
EXO_sugar_glider.eps,/multimedia/image/sugar-glider
v14479071,/multimedia/image/suction-drain-with-tie-over-bandage-dog
v74928363,/multimedia/image/suckle-reflex-neonate
v80793964,/multimedia/image/sucking-louse-body-shape
v23356289,/multimedia/image/subspectacle-abscessation-snake
v51544661,/multimedia/image/submandibular-edema-cow
v11622805,/multimedia/image/sublingual-squamous-cell-carcinoma-cat
v11128198,/multimedia/image/subepiglottic-cyst-horse
v23356282,/multimedia/image/subcutaneous-facial-abscess-plumed-basilisk
v59136692,/multimedia/image/subcutaneous-edema-australian-green-tree-frog
v11723484,/multimedia/image/subconjunctival-hemorrhage-dog
v64537542,/multimedia/image/subchondral-bone-cyst-horse
v21494135,/multimedia/image/subaortic-stenosis-dog
v11723470,/multimedia/image/subacute-keratoconjunctivitis-sicca-dog
v52140356,/multimedia/image/subacute-exudative-epidermitis-piglets
v55270888,/multimedia/image/stylohyoid-fracture-horse
v4742532,/multimedia/image/struvite-stone
v4742523,/multimedia/image/struvite-calculi-removed-from-bladder
v4742514,/multimedia/image/struvite-bladder-stones-dachshund-radiograph
DDH_horse_eye_structure_protection.eps,/multimedia/image/structures-that-protect-the-eye-horse
DDD_dog_eye_protection.eps,/multimedia/image/structures-that-protect-the-eye-dog
DDC_cat_eye_structure_protection.eps,/multimedia/image/structures-that-protect-the-eye-cat
v82358060,/multimedia/image/structures-of-the-larynx-horse
v70192315,/multimedia/image/structure-of-sesamex
v70192275,/multimedia/image/structure-of-sarolaner
v70192295,/multimedia/image/structure-of-pyriproxyfen
v70192285,/multimedia/image/structure-of-methoprene
v70192310,/multimedia/image/structure-of-lufenuron
v70192280,/multimedia/image/structure-of-lotilaner
v70192260,/multimedia/image/structure-of-indoxacarb
v70192290,/multimedia/image/structure-of-hydroprene
v70192270,/multimedia/image/structure-of-fluralaner
v70192305,/multimedia/image/structure-of-flufenoxuron
v70192251,/multimedia/image/structure-of-fipronil
v70192300,/multimedia/image/structure-of-diflubenzuron
v70192256,/multimedia/image/structure-of-amitraz
DDH_horse_skin.eps,/multimedia/image/structure-of-a-horses-skin
v70192265,/multimedia/image/structure-of-afoxolaner
v45394860,/multimedia/image/strongyloides-westeri-egg
v45394853,/multimedia/image/strongyloides-westeri
v4731407,/multimedia/image/stretching-position-colic
v55577216,/multimedia/image/stress-bars-scarlet-macaw
v4736419,/multimedia/image/streptococcus-suis-gram-stain
v48828998,/multimedia/image/streptococcus-suis-colony
v43411469,/multimedia/image/streptococcosis-gizzard-erosion-turkey-poult
v11607286,/multimedia/image/strawberry-footrot-goat
v51043403,/multimedia/image/stranguria-foal
v82358192,/multimedia/image/strangles-horse-pharynx
v4740548,/multimedia/image/strangles-brain-abscess-horse
v4732082,/multimedia/image/stomatitis-cat
v4732199,/multimedia/image/stomatitis-cat
v54343245,/multimedia/image/stoma-surgery-for-otitis-externa
v56172044,/multimedia/image/stomach-ulcers-equine
v84924080,/multimedia/image/stomach-llama
v58901285,/multimedia/image/stomach-horse
EXL_stomach_dolphin.eps,/multimedia/image/stomach-dolphin
DDD_dog_musculoskeletal_knee.eps,/multimedia/image/stifle-joint-dog
DDC_cat_knee_musculoskeleta.eps,/multimedia/image/stifle-joint-cat
v52139871,/multimedia/image/sticktight-flea
v44015773,/multimedia/image/steer-with-bovine-high-mountain-disease
v44015780,/multimedia/image/steer-with-bovine-high-mountain-disease
v68372616,/multimedia/image/state-of-the-art-rescue-shelter-design-minimizes-infectious-disease
v51546851,/multimedia/image/stallion-rinse
v51546857,/multimedia/image/stallion-halter
DDC_cat_stalking_prey.eps,/multimedia/image/stalking-prey-cat
v51546802,/multimedia/image/stage-ii-parturition-foals-legs
v51546796,/multimedia/image/stage-ii-parturition-amnion-at-vulva-mare
v51546808,/multimedia/image/stage-iii-parturition-fetal-membranes-at-vulva-mare
v56385156,/multimedia/image/squeeze-cage-restraint-to-facilitate-administration-of-subcutaneous-fluids-to-a-captive-ocelot
v11622750,/multimedia/image/squamous-cell-carcinoma-with-destruction-and-ulceration-of-the-nose-calico-cat
v11622784,/multimedia/image/squamous-cell-carcinoma-of-nasal-planum-cat
v23356502,/multimedia/image/squamous-cell-carcinoma-lower-eyelid-bearded-dragon
v11622812,/multimedia/image/squamous-cell-carcinoma-in-the-retro-orbital-space-labrador-retriever
v4733168,/multimedia/image/squamous-cell-carcinoma-eyelid-cattle
v4737868,/multimedia/image/squamous-cell-carcinoma-cow
v4733177,/multimedia/image/squamous-cell-carcinoma-corneoconjunctiva-cattle
DDC_cat_squamous_cell_carcinoma.eps,/multimedia/image/squamous-cell-carcinoma-cat
v4737922,/multimedia/image/squamous-cell-carcinoma-cat
v4736204,/multimedia/image/sporothrix-schenckii-tissue-smear
v74925674,/multimedia/image/spongiosis-in-bovine-spongiform-encephalopathy
v9051369,/multimedia/image/spondylosis-deformans-dog
v46985824,/multimedia/image/spondylolisthesis-37-day-old-broiler
v55577234,/multimedia/image/splayleg-cockatiel
v66232837,/multimedia/image/spironucleus-vortens-angelfish
v73286794,/multimedia/image/spirocerca-lupi-thorax-dog
v4732838,/multimedia/image/spirocerca-lupi-esophagus-dog
DDH_horse_spinous_ear_tick.eps,/multimedia/image/spinous-ear-tick-otobius-megnini-
v4739344,/multimedia/image/spinal-vertebral-body-abscess
v23356331,/multimedia/image/spinal-osteomyelitis-snake
v59301988,/multimedia/image/spinal-meningioma-t13-dog-part-b
v9051381,/multimedia/image/spinal-meningioma-t13-dog-part-a
v87249240,/multimedia/image/spinal-abscess-sow
v86107739,/multimedia/image/sperm-stallion
v86114742,/multimedia/image/specimen-present-on-both-sides-of-the-slide
v86114736,/multimedia/image/specimen-deposited-on-slide-without-spreading
v4738975,/multimedia/image/spastic-paresis-calf
v4741961,/multimedia/image/sorghum-vulgare-sorghum-sudan-grass-kafir-durra-milo-broomcorn-schrock-etc
v4741952,/multimedia/image/sorghum-halepense-johnson-grass
v21863552,/multimedia/image/sore-hock-rabbit
v51546668,/multimedia/image/sonogram-of-vaginal-fluid-mare
v51546644,/multimedia/image/sonogram-of-uterine-fluid-mare
v80035921,/multimedia/image/sole-ulcer-cow
v80035906,/multimedia/image/sole-hemorrhage-cow
v80035915,/multimedia/image/sole-hemorrhage-cow
v4738138,/multimedia/image/sole-abscess-radiograph-horse
v54804124,/multimedia/image/solar-induced-squamous-cell-carcinomas-dog
v54804130,/multimedia/image/solar-induced-squamous-cell-carcinoma-in-white-skin-dog
v11622938,/multimedia/image/solar-induced-cutaneous-hemangiosarcoma-older-bulldog
v11622945,/multimedia/image/solar-induced-cutaneous-hemangiosarcoma-italian-greyhound
DDC_cat_solar_dermatitis_and_squamous_cell_carcinoma.eps,/multimedia/image/solar-dermatitis-and-squamous-cell-carcinoma-cat
v4741115,/multimedia/image/solanum-tuberosum-potato
v4741133,/multimedia/image/solanum-rostratum-buffalo-bur-young-plant
v4741142,/multimedia/image/solanum-rostratum-buffalo-bur-flowering-plant
v4741106,/multimedia/image/solanum-nigra-black-nightshade-with-berries
v4741565,/multimedia/image/solanum-nigra-black-nightshade
v4741124,/multimedia/image/solanum-carolinense-horse-nettle
v11622882,/multimedia/image/soft-tissue-sarcoma-involving-foot-pad-responding-to-treatment-dog
v11622875,/multimedia/image/soft-tissue-sarcoma-involving-foot-pad-dog
v52270874,/multimedia/image/s-nasale
v56771790,/multimedia/image/snake-envenomation-llama
v74928345,/multimedia/image/small-tight-fitting-mask-neonatal-puppy
v48832611,/multimedia/image/small-intestine
v44871028,/multimedia/image/slide-agglutination
v71780437,/multimedia/image/sliced-dried-reishi-ganoderma-lucidum-mushroom
v21854287,/multimedia/image/slab-fracture-of-the-third-carpal-bone-radiograph-horse
v4738300,/multimedia/image/slab-fracture-c3-horse
v56771797,/multimedia/image/skull-and-teeth-llama
ITG_skin_hair.tif,/multimedia/image/skin-with-hair
v81477424,/multimedia/image/skin-necrosis-dog
v60372402,/multimedia/image/skin-folding-and-hyperkeratosis-bull
EXO_fish_skin_diseases.eps,/multimedia/image/skin-diseases-fish
v4739693,/multimedia/image/skeleton-of-the-leg-chicken-and-turkey
v4740890,/multimedia/image/sinus-with-oestrus-ovis-third-stage-larvae
v4732190,/multimedia/image/sinus-tract-dog
v82358160,/multimedia/image/sinusitis-foley-catheter-horse
EXO_hamster_illness_signs.eps,/multimedia/image/signs-of-illness-hamster
v4738174,/multimedia/image/sidebone-horse
v4735544,/multimedia/image/sialodacryoadenitis-rat
v4735400,/multimedia/image/shope-fibroma-rabbit
v66233994,/multimedia/image/shivers-horse
EXO_SCUD.eps,/multimedia/image/shell-disease-and-scale-rot
v51545184,/multimedia/image/sheeppox-virus
v51545191,/multimedia/image/sheeppox-lesions
v56771863,/multimedia/image/shearing-thermal-burn-llama
v52140553,/multimedia/image/sex-reversal-horse
v67027197,/multimedia/image/severe-ulceration-nonglandular-squamous-mucosa-adult-horse
